run_id,ablation_mode,max_risk_score,mean_risk_score,number_of_candidate_events,risk_event_density,percentage_high_or_critical_frames,earliest_high_or_critical_timestamp
case_a_knockdown,biomechanics_only,1.0,0.4421156646763929,6,1.0344827586206895,27.58620689655172,0.0
case_a_knockdown,posture_only,0.6538461538461539,0.3034872126254009,2,0.3448275862068966,20.689655172413797,2.7
case_a_knockdown,anomaly_only,0.6295754026354319,0.2356008671576344,4,0.6896551724137931,10.344827586206897,0.1
case_a_knockdown,biomechanics_plus_posture,0.8800112981536371,0.4637432324900737,5,0.8620689655172414,44.82758620689656,0.0
case_a_knockdown,full_fusion,0.8328054050367,0.4784086982548569,6,1.0344827586206895,43.103448275862064,0.1
case_a_knockdown,full_fusion_without_interactions,0.6228054050366999,0.3142707672203741,5,0.8620689655172414,8.620689655172415,0.2
case_a_knockdown,full_fusion_with_surrender_disabled,0.8328054050367,0.4784086982548569,6,1.0344827586206895,43.103448275862064,0.1
case_a_knockdown,full_fusion_with_limb_anomaly_disabled,0.7200058750398913,0.3763847843543607,6,1.0344827586206895,17.24137931034483,0.1
case_b_tap,biomechanics_only,1.0,0.4935037756628073,23,0.8914728682170543,45.73643410852713,0.2
case_b_tap,posture_only,0.6538461538461539,0.4310588941766031,22,0.8527131782945736,44.96124031007752,0.1
case_b_tap,anomaly_only,0.6295754026354319,0.2032211693865065,7,0.2713178294573643,3.10077519379845,2.2
case_b_tap,biomechanics_plus_posture,0.9434296268508828,0.5589860739942015,10,0.3875968992248061,73.64341085271317,0.1
case_b_tap,full_fusion,0.8562875906283196,0.5385816274320118,19,0.7364341085271318,66.66666666666666,0.1
case_b_tap,full_fusion_without_interactions,0.6462875906283195,0.3736203871219342,10,0.3875968992248061,5.038759689922481,2.2
case_b_tap,full_fusion_with_surrender_disabled,0.8562875906283196,0.5385816274320118,19,0.7364341085271318,66.66666666666666,0.1
case_b_tap,full_fusion_with_limb_anomaly_disabled,0.7529834059624592,0.4466559474440819,28,1.0852713178294573,35.27131782945737,0.2
case_c_limb_anomaly,biomechanics_only,0.6666666666666666,0.3166687333477221,1,0.0588235294117647,1.1764705882352942,4.5
case_c_limb_anomaly,posture_only,0.3338461538461538,0.3272041899687186,0,0.0,0.0,
case_c_limb_anomaly,anomaly_only,0.6295754026354319,0.0409697044814805,1,0.0588235294117647,0.5882352941176471,4.6
case_c_limb_anomaly,biomechanics_plus_posture,0.56,0.3806750331937894,1,0.0588235294117647,1.1764705882352942,4.5
case_c_limb_anomaly,full_fusion,0.6432,0.3964113738468891,8,0.4705882352941176,6.470588235294119,0.7
case_c_limb_anomaly,full_fusion_without_interactions,0.5032,0.3092349032586538,1,0.0588235294117647,0.5882352941176471,4.6
case_c_limb_anomaly,full_fusion_with_surrender_disabled,0.6432,0.3964113738468891,8,0.4705882352941176,6.470588235294119,0.7
case_c_limb_anomaly,full_fusion_with_limb_anomaly_disabled,0.52,0.3842909381543256,1,0.0588235294117647,0.5882352941176471,4.6
case_d_post_choke_confusion,biomechanics_only,0.8979344629629629,0.4270515396286778,9,0.9574468085106382,27.659574468085108,1.7
case_d_post_choke_confusion,posture_only,0.6538461538461539,0.3429326546279901,10,1.0638297872340423,26.595744680851062,0.5
case_d_post_choke_confusion,anomaly_only,0.6295754026354319,0.2288266131812377,3,0.3191489361702127,3.191489361702128,2.9
case_d_post_choke_confusion,biomechanics_plus_posture,0.7425335043596754,0.4682055126745828,9,0.9574468085106382,50.0,0.1
case_d_post_choke_confusion,full_fusion,0.7373737496007964,0.4824969964761806,8,0.851063829787234,48.93617021276596,0.1
case_d_post_choke_confusion,full_fusion_without_interactions,0.5326057649743955,0.3294118900932017,2,0.2127659574468085,2.127659574468085,2.9
case_d_post_choke_confusion,full_fusion_with_surrender_disabled,0.7373737496007964,0.4824969964761806,8,0.851063829787234,48.93617021276596,0.1
case_d_post_choke_confusion,full_fusion_with_limb_anomaly_disabled,0.6385013833781422,0.3788963820135498,12,1.276595744680851,14.893617021276595,0.6
case_e_manifest_superiority,biomechanics_only,0.806978361111111,0.4982647523424548,9,0.3557312252964427,47.43083003952569,2.4
case_e_manifest_superiority,posture_only,0.6538461538461539,0.4002811667532762,20,0.7905138339920948,34.78260869565217,1.8
case_e_manifest_superiority,anomaly_only,0.6044760510353483,0.2222007896880053,4,0.1581027667984189,1.9762845849802373,2.4
case_e_manifest_superiority,biomechanics_plus_posture,0.8306400213132078,0.5433311723142126,9,0.3557312252964427,69.56521739130434,1.8
case_e_manifest_superiority,full_fusion,0.7743552417517943,0.5363685595882348,11,0.4347826086956521,68.37944664031622,0.1
case_e_manifest_superiority,full_fusion_without_interactions,0.5643552417517943,0.3711511682838869,5,0.1976284584980237,2.766798418972332,2.4
case_e_manifest_superiority,full_fusion_with_surrender_disabled,0.7743552417517943,0.5363685595882348,11,0.4347826086956521,68.37944664031622,0.1
case_e_manifest_superiority,full_fusion_with_limb_anomaly_disabled,0.6564730888606459,0.433162797678648,22,0.8695652173913043,29.249011857707508,1.9
case_f_referee_errors,biomechanics_only,0.9998047129629628,0.3771434806469477,16,0.4407713498622589,17.079889807162534,0.8
case_f_referee_errors,posture_only,0.6538461538461539,0.3558915616451683,28,0.7713498622589532,21.487603305785125,0.0
case_f_referee_errors,anomaly_only,0.6295754026354319,0.1835983482682898,12,0.3305785123966942,4.958677685950414,1.7
case_f_referee_errors,biomechanics_plus_posture,0.7643666201923076,0.4548049997748801,27,0.7438016528925621,42.14876033057851,0.2
case_f_referee_errors,full_fusion,0.7731393745016109,0.4800760435365781,31,0.8539944903581268,47.38292011019284,0.2
case_f_referee_errors,full_fusion_without_interactions,0.5858975914777778,0.3249796248037958,9,0.2479338842975206,2.7548209366391188,1.7
case_f_referee_errors,full_fusion_with_surrender_disabled,0.7731393745016109,0.4800760435365781,31,0.8539944903581268,47.38292011019284,0.2
case_f_referee_errors,full_fusion_with_limb_anomaly_disabled,0.6551514940234902,0.394408104919714,30,0.8264462809917356,15.702479338842975,0.5
